,Turkish,English
38165,pala,machete
38166,olansa,if what
38167,bırakmıyorsunuz,you don't leave
38168,projeleri,Projects
38169,beyinler,brains
38170,soruşturmadan,without investigating
38171,kulüpteki,at the club
38172,seninse,if you
38173,paulson,Paulson
38174,yorgan,duvet
38175,chd0262c,CHD0262C
38176,gelişmeye,to development
38177,ezeli,eternal
38178,yığıldı,stacked
38179,harker,HARKER
38180,haplardan,from the pills
38181,jemaine,Jemaine
38182,sanacaklar,they will think
38183,kesinlik,precision
38184,vincenzo,vincenzo
38185,kapımız,Our door
38186,eskileri,old
38187,koyardım,I would put it
38188,köstebeği,mole
38189,vururken,while hitting
38190,sürecektir,will continue
38191,tutardım,I would keep it
38192,geldiğime,that I came
38193,krediyi,loan
38194,ülkelerden,from countries
38195,nietzsche,Nietzsche
38196,kumarhanenin,your casino
38197,istemezdin,you wouldn't want
38198,okuduğumda,When I read
38199,kamyonetini,truck
38200,saldırmadan,without attacks
38201,bilmiyorsa,If he doesn't know
38202,elmayı,apple
38203,devreden,deactivated
38204,kuyusu,well
38205,fatih,conqueror
38206,ecza,pharmaceutical
38207,ulaşmadı,did not reach
38208,gömmeye,to bury
38209,hissedebilir,can feel
38210,satabilirsin,you can sell
38211,tekinin,one
38212,bıraktığına,that you left
38213,chilton,Chilton
38214,emrinize,To your order
38215,quebec,Quebec
38216,çakallar,jackals
38217,ufaktan,small
38218,kullanılmaz,unusable
38219,diyebilirdim,I could say
38220,limit,limit
38221,kırıkları,fractures
38222,sayılabilir,countable
38223,yanıltıcı,misleading
38224,duyurum,I heard
38225,anlatmadığın,you don't tell
38226,4chc72f25,4CHC72F25
38227,konuşmadığını,that you don't talk
38228,okuyunca,When you read
38229,dizisini,series
38230,karıştırıyorum,I'm mixing
38231,kapatan,closure
38232,yavruların,Your puppies
38233,tanışmam,my meeting
38234,korkuyordun,you were afraid
38235,diktim,I sewed
38236,zorlamış,forced
38237,metalik,metallic
38238,koruyacaksın,you will protect
38239,testinde,in the test
38240,tutukladık,we arrested
38241,standartlarına,standards
38242,tavuğa,chicken
38243,söylememeliyim,I should not say
38244,neela,Neela
38245,camp,camp
38246,görülmedi,not seen
38247,burkhardt,Burkhardt
38248,ayarlayıp,setting and setting
38249,vazgeçilmez,indispensable
38250,yuvarlan,rounds
38251,kuvvetlerini,forces
38252,çizer,artist
38253,yanıkları,burns
38254,yapabileceğinden,because you can do
38255,ötüyor,it is singing
38256,saplandı,stuck
38257,balsy,Balsy
38258,pied,pied
38259,uyun,sleep
38260,koleksiyoncu,collector
38261,haritanın,map
38262,patel,patel
38263,n.,n.
38264,whitehall,Whitehall
38265,içkinin,drink
38266,sendikası,union
38267,unutmalısın,you should forget
38268,tartışabiliriz,we can discuss
38269,çalışmalara,to work
38270,değiştirebilecek,it can change
38271,kalacağın,you will stay
38272,dokunduğunda,When you touch
38273,yaratıyorsun,you create
38274,gelmiştiniz,You had come
38275,ayet,verse
38276,kolayı,cola
38277,öğrenmeyecek,will not learn
38278,seyahatin,Your trip
38279,bilgilendirin,inform
38280,tadın,taste
38281,ettiysem,if i
38282,çamaşırlar,laundry
38283,cesare,cesare
38284,atsam,I throw
38285,programlanmış,programmed
38286,still,Still
38287,indirmiş,downloaded
38288,bertrand,bertrand
38289,kısıtlama,restraint
38290,planlarımızı,Our plans
38291,kişiydiler,they were
38292,tekrarlar,repetitions
38293,suçlarla,with crimes
38294,bilseler,if they knew
38295,saracak,wrapping
38296,konferansta,at the conference
38297,parmaklarına,to your fingers
38298,garner,garner
38299,ayağından,from your feet
38300,artığı,residential
38301,istemiyorsam,If I don't want
38302,departmanında,in the department
38303,kızdırdın,You got angry
38304,gülümser,smile
38305,hizada,in line
38306,vurulmadan,without hitting
38307,şafaktan,from dawn
38308,çıkarılacak,to be removed
38309,leningrad,Leningrad
38310,düşmüştüm,I fell
38311,sofie,sofie
38312,göklerdeki,in the heavens
38313,laverne,laverne
38314,haberlerden,from news
38315,ülkeniz,your country
38316,yapamazsam,If I can't
38317,değil-,not-
38318,büyüt,enlargement
38319,minnettarlık,gratitude
38320,muhakeme,reasoning
38321,güzelleşiyor,It gets better
38322,ayrılamazsın,you can't leave
38323,yakalayacaklar,they will catch
38324,connolly,Connolly
38325,ayrılalı,since
38326,tekstil,textile
38327,sarılır,hugged
38328,kedin,Catin
38329,seal,seal
38330,inşaatı,construction
38331,geçmişle,with the past
38332,bulabildik,we could find it
38333,nee,nee
38334,boxer,boxer
38335,takılabiliriz,we can hang out
38336,kazancın,Your earnings
38337,dayanmaz,unbearable
38338,İdari,Administrative
38339,islık,whistle
38340,bağım,independent
38341,yaşanmaz,uninhabitable
38342,yıkamam,my washing
38343,tasarısı,bill
38344,meraba,meraba
38345,araştırıyordum,I was researching
38346,keats,Keats
38347,tayken,while appointing
38348,kırabilir,breaking
38349,öğrenmemi,my learning
38350,zimmerman,Zimmerman
38351,hatırlaması,remembering
38352,torbacı,bager
38353,servisten,from service
38354,bahsetmeyin,do not mention
38355,shekhar,shekhar
38356,geziyi,trip
38357,açmalıyım,I have to open
38358,sadakatsiz,unfaithful
38359,bağırdığım,I shouted
38360,aleyhinize,against you
38361,yemyeşil,green
38362,belgelere,to documents
38363,asistanıyım,I am an assistant
38364,yazımı,writing
38365,çıkartabilirim,I can take it out
38366,hodge,hodge
38367,balkon,balcony
38368,tesisatı,installation
38369,beğen,like
38370,çekilebilir,retractable
38371,aksanıyla,with accent
38372,bacon,Bacon
38373,bahçemde,in my garden
38374,abini,your brother
38375,üzgündüm,I was sorry
38376,çalıştırmayı,running
38377,dooley,Doley
38378,düğmelerini,buttons
38379,uydurmuyorum,I'm not making up
38380,getirttim,I brought it
38381,ağzıyla,with his mouth
38382,sorarlarsa,if they ask
38383,pilleri,batteries
38384,destekçisi,supporter
38385,kerim,Kerim
38386,gelmeliydin,you should have come
38387,saklamıştım,I hid
38388,şarkıdan,from the song
38389,uyumu,compliance
38390,burnunuzu,Your nose
38391,frazier,Frazier
38392,titremeye,To tremble
38393,shinichi,shinichi
38394,gurme,gourmet
38395,gömme,flush
38396,pippa,pippa
38397,atlardan,from horses
38398,ca,Ca
38399,açıklarsın,you explain
38400,tazminatı,compensation
38401,göremediği,he can't see
38402,heat,heat
38403,koduğum,my code
38404,dalmışım,I am plunged
38405,kendiyle,with himself
38406,tırmık,harrow
38407,teoriler,theories
38408,yapmamalı,should not do
38409,tartışalım,let's discuss
38410,paylaşabiliriz,we can share
38411,kizlar,girls
38412,seçmelerine,to the selection
38413,bourbon,bourbon
38414,incitiyor,hurts
38415,kıskanmıyorum,I'm not jealous
38416,gitmiyorsa,If not going
38417,fabio,Fabio
38418,oyunlardan,From games
38419,ilgilenmiyoruz,we are not interested
38420,sapığı,perverse
38421,getirmekten,from bringing
38422,juno,Juno
38423,görüntülerin,your images
38424,yeşillik,greens
38425,tung,tung
38426,manav,greengrocer
38427,chdce9ee,chdce9ee
38428,çıkamazsınız,You can't get out
38429,saklanmayı,hiding
38430,imzalarım,my signatures
38431,görüneceğim,I will appear
38432,kitlesel,massive
38433,ilelebet,forever
38434,baylor,baylor
38435,demirden,iron
38436,kalktığını,that
38437,terörle,terrorism
38438,patton,Patton
38439,sağlıyoruz,we provide
38440,kaybetmişim,I lost
38441,açıklamada,in the statement
38442,zamandaki,in time
38443,akıllıyım,I'm smart
38444,inince,when you get down
38445,görüntülerine,images
38446,pezevengi,pimp
38447,ortağımla,with my partner
38448,çiti,fence
38449,jomy,jomy
38450,yürümeyecek,will not walk
38451,yörüngeden,orbital
38452,alamayacağını,that you cannot get
38453,harekatı,Operation
38454,parlar,shine
38455,somali,somali
38456,düelloya,duel
38457,connelly,Connellly
38458,yakalanırsam,If I get caught
38459,yansın,be burning
38460,yapboz,jigsaw
38461,ağları,networks
38462,sürahi,carafe
38463,görebileceğimi,that I can see
38464,tanınır,recognized
38465,vermişim,I gave
38466,açmama,non -opening
38467,kalkacağım,I will get up
38468,başarısını,success
38469,yanmıyor,does not burn
38470,dündü,it was yesterday
38471,avalon,AVALON
38472,güvenliğine,safety
38473,shui,shui
38474,düşünülen,considering
38475,kazın,goose
38476,komutası,command
38477,toparlanıp,recover
38478,greyfurt,grapefruit
38479,departmanından,From the department
38480,salondan,from the hall
38481,tavanda,on the ceiling
38482,yerleştireceğiz,we will place
38483,jokey,jockey
38484,isteyeceğiniz,you will want
38485,indiriyor,downloads
38486,kurbandan,from the sacrifice
38487,çekmiyorum,I'm not pulling
38488,kızmaya,to be angry
38489,alaric,alaric
38490,sahilin,coast
38491,halüsinasyonlar,hallucinations
38492,nişanlandık,We got engaged
38493,sandalyesi,chair
38494,olamayan,unable to
38495,aldırmak,mind
38496,olmalıydınız,you should have
38497,kütüphaneden,from the library
38498,salladım,I shook
38499,bilimadamı,scientist
38500,söyleyeceğine,will say
38501,takashi,takashi
38502,sakladığımı,I kept
38503,olmasaydık,if we were not
38504,aksesuar,accessory
38505,mucizeye,miracle
38506,iletir,transmits
38507,ısıyı,heat
38508,kahramanımsın,you are my hero
38509,edindiğim,what I got
38510,haydutların,Your bandits
38511,cırcır,diarrhea
38512,meera,meera
38513,patronumu,my boss
38514,İstek,Request
38515,çocuğunuzu,your child
38516,kaşıntı,itching
38517,söylemişsiniz,you said
38518,katılacağız,we will join
38519,donahue,donahue
38520,genevieve,Genevie
38521,göründüğüne,that
38522,osun,you
38523,uncu,uncu
38524,makyajımı,my makeup
38525,gözüküyorsunuz,you appear
38526,dönüyorsunuz,you are returning
38527,kazanmalıyım,I must win
38528,neşelendirmek,cheer
38529,ilginçtir,interesting
38530,gizliden,secretly
38531,beyazdı,It was white
38532,yolundaymış,on the way
38533,tabanları,soles
38534,çantalarınızı,Your bags
38535,parçalayacağım,I will break down
38536,kaçamayız,we can't escape
38537,nüfusunun,your population
38538,caddeyi,the street
38539,kocalar,husbands
38540,affedebilir,can forgive
38541,aslanları,lions
38542,uçuyorsun,you fly
38543,hormonlar,hormones
38544,uzay-zaman,space time
38545,aceleniz,Your hurry
38546,bahamalar,Bahamas
38547,party,party
38548,görebildim,I could see
38549,tüketici,consumer
38550,yaramazdı,It was naughty
38551,işlevsel,functional
38552,inanırdım,I would believe
38553,qin,Qin
38554,cezalar,penalties
38555,süpernova,supernova
38556,gelincik,poppy
38557,midesine,to your stomach
38558,ordusuyla,with his army
38559,masraflı,expensive
38560,hangimizin,Which of us
38561,anlayışım,my understanding
38562,anımsatıyor,reminds
38563,döverdi,beat
38564,cirit,javelin
38565,reddettiğini,that you refused
38566,anmak,mention
38567,apu,apu
38568,açıldığı,Opened
38569,joss,Joss
38570,kararlıydı,He was determined
38571,fabrikadan,from the factory
38572,şişeler,bottles
38573,kaydına,registration
38574,suçlayan,accusing
38575,cila,varnish
38576,karnının,your belly
38577,yapılıyordu,was done
38578,davranışlarından,from behaviors
38579,sha,Shah
38580,hazırmısın,are you ready
38581,kanımdan,from my blood
38582,bodrumu,basement
38583,özverili,devoted
38584,ayrılığı,separation
38585,askerle,with the soldier
38586,ihtimaller,possibilities
38587,fly,fly
38588,derdimiz,Our problem
38589,hüngür,slug
38590,sorulardan,from questions
38591,kaçacaksın,you will escape
38592,gitmemesi,not to go
38593,cosima,cosima
38594,bindiğini,that you got
38595,sae,sae
38596,arkadaşlarımıza,To our friends
38597,tanıtımı,promotion
38598,emirlerim,my orders
38599,öğretebilir,can teach
38600,uçurur,flying
38601,evliliğiniz,Your marriage
38602,fink,fink
38603,açıklayacağız,we will explain
38604,ustanın,Your master
38605,uğraştığım,I'm trying
38606,kolera,cholera
38607,açılmadan,without opening
38608,scoob,SCOOB
38609,ipler,ropes
38610,tyrone,Tyrone
38611,bağlısın,you are connected
38612,mermim,my bullet
38613,inanamayacaksınız,you won't believe
38614,jeffersonian,Jeffersonian
38615,sözleşmesini,contract
38616,money,Money
38617,sporcular,athletes
38618,küçüklüğünden,from small
38619,döverek,by beating
38620,başaramaz,inaudible
38621,kaufman,Kaufman
38622,ayrıcalığı,privilege
38623,piercing,piercing
38624,bahsediyorsan,If you are talking
38625,veritabanı,database
38626,tutacaklar,they will hold
38627,yalvarmak,beg
38628,duvarlardan,from the walls
38629,tanıtın,promote
38630,bahsetmem,I don't mention
38631,no.,No.
38632,kurması,establishment
38633,zıplayıp,bouncing
38634,tabelası,signage
38635,halletmenin,Do you get
38636,çekmeyin,do not pull
38637,liginde,in the league
38638,anlamadığımı,I don't understand
38639,duruşmadan,out of the trial
38640,sandıkları,chests
38641,füzeyi,missile
38642,iyileştirmeye,to improve
38643,İğneyi,The needle
38644,dönüştün,you turned
38645,babu,Babu
38646,kulede,in the tower
38647,derisinin,your skin
38648,bacağında,in the leg
38649,taşrada,upstate
38650,yaraşır,inactively
38651,geller,Geller
38652,sallanma,swing
38653,elleme,handling
38654,gelmezsin,you don't come
38655,düşüncelerinizi,Your thoughts
38656,lakers,lakers
38657,kârı,wife
38658,dostlarıma,To my friends
38659,beklemiyordu,He did not wait
38660,görüşe,to opinion
38661,çevrende,around you
38662,gidemeyecek,will not go
38663,bone,bonnet
38664,hitman,Hitman
38665,ibret,lesson
38666,fahişesin,Prostitutes
38667,başaramayız,we cannot succeed
38668,baptiste,BAPTİSE
38669,halledeceğini,that you will
38670,sıktın,you bored
38671,atlayalım,Let's jump
38672,karşılaşması,encounter
38673,akıyordu,it was flowing
38674,ehliyetimi,my license
38675,durduramazsınız,You can't stop
38676,sisin,fog
38677,liderlerinin,their leaders
38678,halkımızı,Our people
38679,cesedine,to your body
38680,suyunun,water
38681,bağlanıp,connected
38682,karakterim,my character
38683,uyarmalıyız,we should warn
38684,lahey,Hague
38685,tekrarı,repetition
38686,şirketiniz,your company
38687,utanmana,To your ashamed
38688,alanımız,Our field
38689,hobbes,hobbes
38690,felsefi,philosophical
38691,kaçıramam,I can't miss
38692,sürecine,to the process
38693,davaların,your cases
38694,akılları,their minds
38695,küresi,sphere
38696,bilakis,contrarily
38697,telefonlarınızı,Your phones
38698,liderlerini,their leaders
38699,subayın,Officer's
38700,yurda,home
38701,yetkilisi,officials
38702,dışarıdasın,you are out
38703,güldük,we laughed
